"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB TITLE","PDB ID","PDB CRYST1 a","PDB CRYST1 b","PDB CRYST1 c","PDB CRYST1 alpha","PDB CRYST1 beta","PDB CRYST1 gamma","PDB CRYST1 Space Group","PDB CRYST1 z","PDB CLASSIFICATION","PDB DEPOSITION DATE","PDB format version","PDB R","PDB Rfree","PDB RESOLUTION","PDB EXPDTA","PDB EXPDTA 1 TEMPERATURE 1","PDB EXPDTA 1 TEMPERATURE 2","PDB REMARK 350 Biomolecule 1 Transform 1 Chains","PDB REMARK 350 Biomolecule 1 Transform 1 Matrix 1","PDB REMARK 350 Biomolecule 2 Transform 1 Chains","PDB REMARK 350 Biomolecule 2 Transform 1 Matrix 1","Source Path","Source File","Source File Index","entry id backup","prepared","prepared with version","assigned bond orders","added hydrogens","treated metals","created disulfur","converted selenomethionines","EXECUTE FUNCTION Input Structure Hash","ran protassign","deleted far waters","Potential Energy-S-OPLS","RMS Derivative-S-OPLS","Max Derivative-S-OPLS","Stretch Energy-S-OPLS","Bend Energy-S-OPLS","LJ-14 Energy-S-OPLS","El-14 Energy-S-OPLS","Van der Waals Energy-S-OPLS","Electrostatic Energy-S-OPLS","Dihedral Energy-S-OPLS","target temperature","ran impref","chembl_id","chembl_pref_name","chiral flag","version","PDB EXPDTA TEMPERATURE","PDB EXPDTA PH","het states","source file","source file index","mmshare version","flags","input","cmdline","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","Force Field","Energy","Chiralities Consistent","Variant","Job Name","tautomer probability","Chemistry Notes","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","grid type","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty","Mark","PDB REMARK 350 Biomolecule 3 Transform 1 Chains","PDB REMARK 350 Biomolecule 3 Transform 1 Matrix 1","PDB REMARK 350 Biomolecule 4 Transform 1 Chains","PDB REMARK 350 Biomolecule 4 Transform 1 Matrix 1","PLTKK Seq","PLTKK Homology Source","PLTKK Homology Stemres","PLTKK Homology Loopres","PLTKK Homology Seq","PLTKK Homology Similarity","PLTKK Homology Stem Dist","PLTKK Homology Stem Beta","PLTKK Homology Stem Gamma","OPLSVersion","Potential Energy","RMS Derivative","Minimization Converged","group name backup","box ax","box ay","box az","box bx","box by","box bz","box cx","box cy","box cz","ct type","original cms file","frame"
,"ligprep_ligands.maegz:26","352","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.6","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.sdf",6,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL600894","None",false,0,,,"","ligprep_ligands.maegz",26,53161,0,"W2NIXTFbY0hdW2NIXWMoT1tDSDNdKWMoYzEyKW5jKG5jMltDSDNdKU49QyhbTkgyXSlbTkgyXQ==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.7331,0.0000,0.7331,0.7586,0.759,0,0,"S-OPLS",24.647,true,"ligprep_ligands.maegz:26-2","glide-dock_SP_6jw9_ligands",,"This compound has an imine and may undergo hydrolysis.",,,,,,,,,,,"",,"glide-grid_6jw9",57,2,-4.771,-0.281,-0.722,-1.245,-5.530,-2.131,-0.090,0.000,-2.000,-26.813,-1.926,0.320,0.000,-38.982,-28.739,0.488,1,50,0.759,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:15","353","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.4","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",4,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL529152","None",false,0,,,"","ligprep_ligands.maegz",15,53161,0,"W2NIXTFbY0hdbmMoW05IMl0pYyhjMTIpW2NIXWMoW2NIXVtjSF0yKU9jM1tjSF1bY0hdbltjSF1bY0hdMw==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.8694,1.8694,0.0000,1.8102,3.680,2,2,"S-OPLS",53.948,true,"ligprep_ligands.maegz:15-4","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",41,2,-4.736,-0.263,-0.689,-1.217,-6.546,-2.545,-0.143,0.000,-1.778,-25.426,-8.751,0.604,-0.100,-53.801,-34.176,1.767,2,115,1.810,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:6","354","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.1","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.sdf",1,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL3637873","None",false,0,,,"","ligprep_ligands.maegz",6,53161,0,"RkMoRikoRiljMVtjSF1bY0hdW2NIXWMoW2NIXTEpLWMobjIpW25IXWMoYzIzKVtjSF1bY0hdbmMzW05IXVtDSDJdYzRbY0hdW2NIXW5bY0hdW2NIXTQ=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.0350,0.8304,0.2045,0.9365,1.767,0,0,"S-OPLS",41.713,true,"ligprep_ligands.maegz:6-2","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",13,5,-4.680,-0.173,-0.520,-1.089,-5.617,-1.769,-0.160,0.000,-1.766,-34.597,-4.382,0.565,-0.100,-51.207,-38.979,3.475,35,289,0.936,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:8","355","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.3","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.sdf",3,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL601821","None",false,0,,,"","ligprep_ligands.maegz",8,53161,0,"W05IMl1bQ0gyXUMoPU8pTihbQ0gyXVtDSDJdMSlbQ0gyXWMobjEyKW5jKC1jM1tjSF1bY0hdW2NIXVtjSF1bY0hdMyljMltOSF1jKFtjSF1bY0hdNClbY0hdYyhjNDUpT1tDSDJdTzU=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.9664,0.0000,0.9664,1.0210,1.021,1,1,"S-OPLS",54.417,true,"ligprep_ligands.maegz:8-3","glide-dock_SP_6jw9_ligands",,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",,,,,,,,,,,"",,"glide-grid_6jw9",19,5,-4.491,-0.155,-0.476,-1.028,-5.512,-1.386,-0.496,0.000,-1.061,-27.488,-10.379,0.507,-0.145,-50.860,-37.867,8.589,23,257,1.021,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:18","356","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.7","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",7,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL3637877","None",true,0,,,"","ligprep_ligands.maegz",18,53161,0,"Tz1DKFtOSDJdKVtDQEBIXShbQ0gzXSlOMVtDSDJdW0NIMl1bQ0gyXVtDSDJdW0NASF0xYzJbY0hdW2NIXWMoW2NIXVtjSF0yKU9bQ0gyXWMzW2NIXVtjSF1bY0hdYyhGKVtjSF0z","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.6146,0.6145,0.0000,0.6300,1.245,1,1,"S-OPLS",37.360,true,"ligprep_ligands.maegz:18-2","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",45,6,-4.452,-0.171,-0.507,-1.045,-5.082,-1.919,0.000,0.000,-1.477,-31.992,-5.235,0.749,-0.050,-51.020,-37.227,1.028,44,145,0.630,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:15","357","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.4","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",4,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL529152","None",false,0,,,"","ligprep_ligands.maegz",15,53161,0,"W2NIXTFbY0hdbmMoW05IMl0pYyhjMTIpW2NIXWMoW2NIXVtjSF0yKU9jM1tjSF1bY0hdbltjSF1bY0hdMw==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.9830,0.7868,0.1962,1.1077,1.894,1,1,"S-OPLS",47.562,true,"ligprep_ligands.maegz:15-3","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",40,2,-4.369,-0.243,-0.636,-1.123,-5.477,-1.887,-0.153,0.000,-1.785,-23.951,-6.138,0.608,-0.142,-43.599,-30.089,1.783,3,302,1.108,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:9","358","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.4","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.sdf",4,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL587398","None",false,0,,,"","ligprep_ligands.maegz",9,53161,0,"W2NIXTFbY0hdYyhDbClbY0hdYyhbbkhdMiljMWMoW0NIMl1bQ0BIXShbTkhdMylDKD1PKVtOSF1bQ0gzXSljMkMzNFtDSDJdW0NIMl1OKFtDSDJdW0NIMl00KVtDSDJdW0NIMl1jNVtjSF1bY0hdW2NIXVtjSF1bY0hdNQ==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0232,0.0025,0.0207,0.0138,0.016,1,1,"S-OPLS",39.899,true,"ligprep_ligands.maegz:9-3","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",23,5,-4.281,-0.138,-0.434,-0.965,-4.294,-2.331,0.000,0.000,-0.440,-31.656,-2.319,0.416,-0.008,-40.774,-33.975,6.261,52,64,0.014,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:13","359","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.2","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",2,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL3637878","None",true,0,,,"","ligprep_ligands.maegz",13,53161,0,"Tz1DKFtOSDJdKVtDQEBIXShbQ0gzXSlOMVtDSDJdW0NIMl1bQ0gyXVtDSDJdW0NAQEhdMWMyW2NIXVtjSF1jKFtjSF1bY0hdMilPW0NIMl1jM1tjSF1bY0hdW2NIXWMoRilbY0hdMw==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.6146,0.6145,0.0000,0.6300,1.245,1,1,"S-OPLS",42.639,true,"ligprep_ligands.maegz:13-3","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",36,6,-4.206,-0.162,-0.479,-0.988,-4.836,-1.779,-0.157,0.000,-1.181,-25.195,-7.155,0.749,-0.136,-45.803,-32.350,0.690,12,249,0.630,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:29","360","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.9","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.sdf",9,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL533421","None",false,0,,,"","ligprep_ligands.maegz",29,53161,0,"W0NIM11jMVtjSF1bY0hdYyhbY0hdW2NIXTEpUyg9TykoPU8pbihjKGMyMyluW2NIXWMoQnIpW2NIXTMpW2NIXWMyLWM0W2NIXVtjSF1uYyhbTkgyXSlbY0hdNA==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.7249,0.7249,0.0000,0.7496,1.474,1,1,"S-OPLS",27.084,true,"ligprep_ligands.maegz:29-2","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",62,3,-4.182,-0.155,-0.465,-0.974,-4.932,-1.583,-0.200,0.000,-0.623,-30.821,-7.780,0.304,-0.122,-53.281,-38.601,2.282,8,336,0.750,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:3","361","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.3","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.sdf",3,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL586583","None",false,0,,,"","ligprep_ligands.maegz",3,53161,0,"W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFDKD1PKVtOSF1jMltjSF1bY0hdW2NIXWMoW2NIXTIpLWMzW2NIXVtjSF1jKG5bY0hdMylbTkhdW0NIMl1bQ0gyXVtDSDJdTjRbQ0gyXVtDSDJdW0NIMl1bQ0gyXTQ=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.9822,0.9821,0.0000,1.0288,2.011,2,2,"S-OPLS",63.684,true,"ligprep_ligands.maegz:3-2","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",5,9,-4.106,-0.137,-0.425,-0.933,-5.135,-2.098,-0.160,0.000,-0.663,-30.595,-10.038,0.969,-0.148,-56.299,-40.633,4.417,80,297,1.029,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:6","362","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.1","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.sdf",1,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL3637873","None",false,0,,,"","ligprep_ligands.maegz",6,53161,0,"RkMoRikoRiljMVtjSF1bY0hdW2NIXWMoW2NIXTEpLWMobjIpW25IXWMoYzIzKVtjSF1bY0hdbmMzW05IXVtDSDJdYzRbY0hdW2NIXW5bY0hdW2NIXTQ=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.2167,1.2167,0.0000,1.3585,2.575,1,1,"S-OPLS",44.630,true,"ligprep_ligands.maegz:6-4","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",15,5,-4.095,-0.152,-0.455,-0.953,-5.454,-1.635,-0.134,0.000,-1.143,-27.819,-10.664,0.563,-0.114,-54.344,-38.483,2.898,8,314,1.359,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:27","363","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.7","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.sdf",7,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL537372","None",false,0,,,"","ligprep_ligands.maegz",27,53161,0,"W0NIM11PYzFbY0hdW2NIXWMoW2NIXWMxT1tDSDNdKS1jKFtjSF1uMiluKGMyMyluYyhbY0hdW2NIXTMpTjRbQ0gyXVtDSDJdW0NIMl1bQ0gyXTQ=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.6958,1.6946,0.0012,1.8001,3.495,1,1,"S-OPLS",33.707,true,"ligprep_ligands.maegz:27-2","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",59,4,-4.005,-0.167,-0.481,-0.959,-5.806,-1.715,-0.187,0.000,-1.349,-27.441,-9.231,0.354,-0.152,-51.586,-36.672,5.162,6,174,1.800,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:4","364","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.4","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.sdf",4,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL545853","None",false,0,,,"","ligprep_ligands.maegz",4,53161,0,"W0NIM11OMVtDSDJdW0NIMl1bQ0hdKFtDSDJdW0NIMl0xKVtOSF1bQ0gyXWMyW2NIXVtjSF1bY0hdYyhbY0hdMiktYzNbY0hdW2NIXWMoW2NIXVtjSF0zKVMoPU8pKD1PKVtOSF1bQ0gyXWM0W2NIXVtjSF1bY0hdW2NIXVtjSF00","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.8114,1.8113,0.0001,1.8536,3.665,2,2,"S-OPLS",59.470,true,"ligprep_ligands.maegz:4-4","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",9,8,-4.004,-0.125,-0.397,-0.897,-5.858,-3.046,-0.200,0.000,0.052,-38.673,-8.390,0.688,-0.160,-68.851,-47.063,7.777,73,398,1.854,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:13","365","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.2","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",2,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL3637878","None",true,0,,,"","ligprep_ligands.maegz",13,53161,0,"Tz1DKFtOSDJdKVtDQEBIXShbQ0gzXSlOMVtDSDJdW0NIMl1bQ0gyXVtDSDJdW0NAQEhdMWMyW2NIXVtjSF1jKFtjSF1bY0hdMilPW0NIMl1jM1tjSF1bY0hdW2NIXWMoRilbY0hdMw==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.6146,0.6145,0.0000,0.6300,1.245,1,1,"S-OPLS",41.282,true,"ligprep_ligands.maegz:13-2","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",35,6,-3.939,-0.151,-0.449,-0.925,-4.569,-2.320,0.000,0.000,-1.230,-30.739,-1.537,0.749,0.000,-42.641,-32.276,1.950,45,78,0.630,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:1","366","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.1","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.sdf",1,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL2375614","None",false,0,,,"","ligprep_ligands.maegz",1,53161,0,"W2NIXTFbY0hdW2NIXVtjSF1uYzEtYyhuMilbY0hdYyhjKGMyMylbY0hdW2NIXVtjSF1bY0hdMylONFtDSDJdW0NIMl1bQ0gyXVtDSDJdW0NIMl00","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",3.4909,3.4908,0.0001,2.0771,5.568,1,1,"S-OPLS",56.973,true,"ligprep_ligands.maegz:1-2","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",2,2,-3.683,-0.167,-0.469,-0.900,-5.760,-2.577,0.000,0.000,-1.766,-31.990,-1.667,0.432,0.000,-48.469,-33.657,1.052,2,284,2.077,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:4","367","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.4","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.sdf",4,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL545853","None",false,0,,,"","ligprep_ligands.maegz",4,53161,0,"W0NIM11OMVtDSDJdW0NIMl1bQ0hdKFtDSDJdW0NIMl0xKVtOSF1bQ0gyXWMyW2NIXVtjSF1bY0hdYyhbY0hdMiktYzNbY0hdW2NIXWMoW2NIXVtjSF0zKVMoPU8pKD1PKVtOSF1bQ0gyXWM0W2NIXVtjSF1bY0hdW2NIXVtjSF00","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.8114,1.8113,0.0001,1.8536,3.665,2,2,"S-OPLS",59.618,true,"ligprep_ligands.maegz:4-3","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",8,8,-3.673,-0.115,-0.364,-0.823,-5.527,-2.235,-0.187,0.000,-0.473,-34.140,-10.127,0.688,-0.095,-65.535,-44.267,3.653,64,25,1.854,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
